no;id;nearc2;nearc4;educ;age;fatheduc;motheduc;weight;momdad14;sinmom14;step14;reg661;reg662;reg663;reg664;reg665;reg666;reg667;reg668;reg669;south66;black;smsa;south;smsa66;wage;enroll;KWW;IQ;married;libcrd14;exper;lwage;expersq;region
750;1269;1;1;16;34;12;12;358351;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;1282;0;40;112;1;1;12;7.156176567;144;663
751;1272;1;1;12;24;12;14;360396;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;577;0;23;NA;6;1;6;6.357842445;36;663
752;1273;1;1;18;27;9;9;411924;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;444;0;31;105;6;1;3;6.095824718;9;663
753;1275;1;1;16;28;NA;9;99110;0;1;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;481;0;34;87;6;1;6;6.175867081;36;663
754;1277;1;1;12;24;16;12;96681;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;467;0;NA;108;6;1;6;6.146329403;36;663
755;1279;1;1;6;31;3;3;614067;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;668;0;40;NA;1;0;19;6.504288197;361;663
756;1283;1;1;15;27;12;12;411924;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;286;0;36;89;1;1;6;5.655992031;36;663
757;1284;1;1;18;33;12;12;358351;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;577;0;NA;119;1;1;9;6.357842445;81;663
758;1285;1;1;14;29;12;12;484311;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;721;0;34;97;1;1;9;6.580639362;81;663
759;1286;1;1;12;25;6;8;360396;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;462;0;28;89;1;1;7;6.135564804;49;663
760;1287;1;1;15;25;12;10;360396;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;750;0;28;NA;1;0;4;6.620073318;16;663
761;1288;1;1;12;24;6;12;360396;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;200;0;39;131;6;1;6;5.298317432;36;663
762;1293;1;1;12;27;12;10;370732;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;650;0;26;NA;1;1;9;6.47697258;81;663
763;1295;1;1;18;28;12;11;370732;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;481;0;30;NA;6;1;4;6.175867081;16;663
764;1298;1;1;11;24;9;NA;360396;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;600;0;38;NA;1;0;7;6.396929741;49;663
765;1305;1;1;16;28;16;16;370732;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;769;0;35;85;1;1;6;6.645091057;36;663
766;1306;1;1;17;27;16;16;370732;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;775;1;26;132;1;1;4;6.652863026;16;663
767;1307;1;1;16;24;16;16;360396;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;641;0;28;114;1;1;2;6.463029385;4;663
768;1310;1;1;14;33;14;10;358351;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;1055;0;35;98;1;1;13;6.961296082;169;663
769;1311;1;1;16;31;14;12;484311;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;676;0;44;110;6;1;9;6.516192913;81;663
770;1312;1;1;12;28;NA;NA;370732;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;691;0;41;124;6;1;10;6.53813982;100;663
771;1313;1;1;17;30;14;12;484311;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;962;1;41;118;1;1;7;6.869014263;49;663
772;1314;1;1;13;28;14;12;370732;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;400;0;32;90;5;1;9;5.991464615;81;663
773;1315;1;1;16;27;14;12;370732;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;673;0;38;108;1;1;5;6.511745453;25;663
774;1323;1;1;18;34;10;11;141996;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;1442;0;42;112;1;1;10;7.273786545;100;663
775;1334;1;1;18;32;16;10;358351;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;529;0;38;100;1;1;8;6.270988464;64;663
776;1336;1;1;14;27;9;11;99110;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;700;0;21;84;1;1;7;6.551080227;49;663
777;1337;1;1;8;34;NA;4;141996;0;0;1;0;0;1;0;0;0;0;0;0;0;1;1;0;1;675;0;36;NA;1;0;20;6.514712811;400;663
778;1338;1;1;18;25;8;10;360396;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;494;0;34;97;1;1;1;6.202535629;1;663
779;1340;1;1;12;24;12;8;360396;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;500;0;26;113;1;1;6;6.214608192;36;663
780;1349;1;1;16;24;NA;NA;96681;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;450;0;27;NA;6;0;2;6.109247684;4;663
781;1350;1;1;13;25;NA;8;96681;0;1;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;601;0;27;NA;6;1;6;6.398594856;36;663
782;1353;1;1;13;28;9;12;99110;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;717;1;37;105;6;1;9;6.575075626;81;663
783;1354;1;1;12;29;9;10;150105;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;575;0;28;88;5;1;11;6.354370117;121;663
784;1355;1;1;12;25;9;10;96681;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;350;0;33;74;1;1;7;5.857933044;49;663
785;1356;1;1;12;24;9;10;96681;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;350;0;31;NA;6;0;6;5.857933044;36;663
786;1358;0;1;16;29;12;12;484311;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;643;0;46;115;1;1;7;6.466144562;49;663
787;1359;0;1;15;24;10;12;360396;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;675;0;30;NA;1;1;3;6.514712811;9;663
788;1360;0;1;15;28;12;12;370732;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;679;0;34;91;1;1;7;6.5206213;49;663
789;1361;0;1;12;27;12;9;370732;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;534;0;34;103;4;1;9;6.280395985;81;663
790;1362;0;1;16;31;12;10;484311;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;524;0;46;102;1;1;9;6.261491776;81;663
791;1363;0;1;16;28;10;10;370732;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;667;0;38;98;6;1;6;6.502789974;36;663
792;1364;0;1;14;26;12;NA;370732;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;370;0;35;NA;1;1;6;5.91350317;36;663
793;1365;0;1;15;26;12;12;370732;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;658;0;47;NA;6;1;5;6.489204884;25;663
794;1371;0;1;12;34;NA;NA;141996;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;700;0;39;NA;NA;0;16;6.551080227;256;663
795;1374;0;1;18;27;9;12;370732;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;311;0;33;82;6;1;3;5.739792824;9;663
796;1375;0;1;9;33;NA;9;358351;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;841;0;44;NA;1;1;18;6.734591484;324;663
797;1377;0;1;14;31;10;12;484311;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;660;0;47;112;1;1;11;6.492239952;121;663
798;1379;0;1;16;31;8;9;484311;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;692;0;41;108;1;1;9;6.539586067;81;663
799;1382;0;1;15;28;NA;7;370732;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;577;0;37;90;1;1;7;6.357842445;49;663
800;1389;0;1;17;26;9;12;370732;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;705;0;32;NA;6;1;3;6.558197975;9;663
801;1391;0;1;16;27;5;8;370732;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;292;0;38;111;1;1;5;5.676753998;25;663
802;1392;0;1;13;26;8;11;370732;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;750;0;24;96;1;1;7;6.620073318;49;663
803;1395;0;1;16;34;12;12;358351;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;1442;0;48;NA;1;0;12;7.273786545;144;663
804;1396;0;1;16;33;16;16;358351;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;1202;0;48;127;1;1;11;7.091742039;121;663
805;1397;0;1;15;33;NA;8;358351;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;1603;0;47;97;1;1;12;7.379631996;144;663
806;1399;0;1;14;32;NA;12;358351;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;769;0;50;120;4;1;12;6.645091057;144;663
807;1407;0;1;16;31;14;16;484311;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;513;0;41;101;6;1;9;6.24027586;81;663
808;1408;0;1;12;31;NA;8;484311;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;805;0;38;100;1;0;13;6.690842152;169;663
809;1409;0;1;17;34;8;8;358351;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;962;1;44;99;1;1;11;6.869014263;121;663
810;1411;0;1;12;25;16;16;360396;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;675;0;NA;104;1;1;7;6.514712811;49;663
811;1413;0;1;13;24;8;8;360396;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;398;0;NA;116;1;1;5;5.986452103;25;663
812;1416;0;1;14;33;12;12;358351;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;855;0;40;120;1;1;13;6.751101494;169;663
813;1421;0;1;11;25;NA;9;96681;0;1;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;693;0;27;95;1;0;8;6.54102993;64;663
814;1422;0;1;11;24;8;9;114259;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;641;0;27;NA;5;0;7;6.463029385;49;663
815;1423;0;1;13;27;10;8;99110;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;345;0;34;99;1;0;8;5.843544483;64;663
816;1424;0;1;12;27;NA;NA;99110;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;561;0;24;68;5;1;9;6.329720974;81;663
817;1425;0;1;12;24;9;11;96681;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;684;0;21;NA;1;1;6;6.527957916;36;663
818;1428;0;1;16;29;16;16;484311;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;469;0;49;122;1;1;7;6.150602818;49;663
819;1430;0;1;16;26;12;12;370732;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;1;300;0;37;106;6;1;4;5.703782558;16;663
820;1431;0;1;18;25;12;9;360396;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;673;0;37;101;1;1;1;6.511745453;1;663
821;1432;0;1;16;24;12;9;360396;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;385;0;29;NA;6;1;2;5.953243256;4;663
822;1436;0;1;16;33;8;6;358351;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;808;0;45;104;1;1;11;6.694561958;121;663
823;1438;0;1;17;24;12;12;360396;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;548;1;40;NA;6;1;1;6.306275368;1;663
824;1439;0;1;16;26;12;12;370732;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;500;0;38;NA;6;1;4;6.214608192;16;663
825;1440;0;1;13;29;11;12;468402;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;727;1;38;99;1;1;10;6.588926315;100;663
826;1441;0;1;16;28;11;12;358554;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;524;0;29;NA;1;1;6;6.261491776;36;663
827;1445;0;1;15;24;2;8;96681;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;450;0;36;NA;6;1;3;6.109247684;9;663
828;1448;0;1;12;28;6;8;99110;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;755;0;34;NA;1;0;10;6.626717567;100;663
829;1449;0;1;12;24;11;NA;96681;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;640;0;37;NA;1;0;6;6.46146822;36;663
830;1454;0;1;12;24;10;12;96681;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;313;0;30;NA;1;1;6;5.746203423;36;663
831;1458;0;1;12;29;12;12;484311;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;1425;0;37;101;1;0;11;7.261927128;121;663
832;1459;0;1;12;28;11;5;411924;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;761;0;23;110;6;1;10;6.634633541;100;663
833;1460;0;1;12;26;11;5;411924;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;600;0;35;94;1;1;8;6.396929741;64;663
834;1461;0;1;16;32;12;15;398168;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;1111;0;42;111;1;1;10;7.013015747;100;663
835;1462;0;1;16;33;13;17;398168;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;763;0;50;120;1;1;11;6.637258053;121;663
836;1463;0;1;12;32;8;8;358351;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;650;0;45;108;1;1;14;6.47697258;196;663
837;1464;0;1;14;27;16;16;370732;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;1155;0;39;111;1;1;7;7.051855564;49;663
838;1465;0;1;12;24;9;12;360396;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;600;0;25;NA;1;1;6;6.396929741;36;663
839;1467;0;1;12;29;11;11;468402;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;555;0;31;103;1;0;11;6.318968296;121;663
840;1468;0;1;11;28;11;11;358554;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;543;1;25;NA;1;0;11;6.297109127;121;663
841;1469;0;1;11;25;11;11;348558;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;550;1;31;NA;1;0;8;6.309918404;64;663
842;1470;0;1;11;31;NA;NA;520447;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;800;0;39;97;1;0;14;6.684611797;196;663
843;1472;0;1;11;26;10;11;358554;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;1000;0;26;97;1;0;9;6.907755375;81;663
844;1474;0;1;12;31;13;11;468402;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;864;0;36;106;1;0;13;6.761572838;169;663
845;1475;0;1;13;32;NA;6;346581;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;1;613;0;43;109;1;1;13;6.418365002;169;663
846;1476;0;1;16;24;12;12;348558;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;519;0;27;NA;1;1;2;6.251904011;4;663
847;1480;0;1;13;30;NA;NA;150105;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;707;0;45;96;1;1;11;6.561030865;121;663
848;1485;0;1;13;26;10;10;99110;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;818;1;26;79;1;1;7;6.70686245;49;663
849;1486;0;1;10;25;10;12;96681;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;300;0;31;62;6;1;9;5.703782558;81;663
850;1490;1;1;16;30;9;9;484311;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;702;1;47;110;1;1;8;6.55393362;64;663
851;1491;1;1;16;34;NA;12;358351;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;1322;0;47;117;1;1;12;7.186901093;144;663
852;1492;1;1;12;27;NA;12;99110;0;1;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;380;1;25;72;1;0;9;5.940171242;81;663
853;1495;1;1;11;26;NA;NA;99110;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;400;0;30;83;6;1;9;5.991464615;81;663
854;1496;1;1;11;25;NA;NA;96681;0;1;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;498;0;22;99;1;1;8;6.210599899;64;663
855;1497;1;1;10;33;NA;11;167813;0;1;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;663;0;18;72;1;1;17;6.49677515;289;663
856;1498;1;1;10;33;8;11;141996;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;600;0;29;88;5;0;17;6.396929741;289;663
857;1499;1;1;18;32;16;12;358351;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1034;0;48;123;1;1;8;6.941190243;64;663
858;1502;1;1;14;25;12;12;360396;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;1079;0;23;91;6;1;5;6.983789921;25;663
859;1503;1;1;18;24;12;12;360396;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;400;0;31;98;6;1;0;5.991464615;0;663
860;1504;1;1;16;33;13;12;358351;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;641;0;37;119;6;0;11;6.463029385;121;663
861;1506;1;1;12;32;NA;8;358351;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;1;620;0;33;87;1;0;14;6.429719448;196;663
862;1508;1;1;17;30;12;11;538123;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;1;481;0;49;121;4;1;7;6.175867081;49;663
863;1510;1;1;16;33;8;8;358351;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;1058;0;41;NA;6;1;11;6.964135647;121;663
864;1511;1;1;12;26;8;12;370732;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;545;0;33;112;1;1;8;6.300786018;64;663
865;1512;1;1;14;26;12;12;370732;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;786;0;38;113;6;1;6;6.666956902;36;663
866;1513;1;1;18;25;12;12;360396;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;485;0;38;125;6;1;1;6.184148788;1;663
867;1514;1;1;14;34;11;11;358351;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;722;1;45;121;1;1;14;6.582025051;196;663
868;1515;1;1;15;28;12;12;370732;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;695;0;47;128;1;1;7;6.543911934;49;663
869;1516;1;1;15;34;12;12;358351;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;549;0;41;NA;4;1;13;6.308098316;169;663
870;1517;1;1;15;32;15;12;358351;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;793;0;36;103;1;1;11;6.675823212;121;663
871;1518;1;1;16;33;18;16;398168;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;1923;0;48;99;1;1;11;7.561641693;121;663
872;1520;1;1;15;33;12;12;358351;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;793;0;40;101;1;1;12;6.675823212;144;663
873;1521;0;1;15;28;NA;NA;370732;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;900;0;34;117;5;1;7;6.802394867;49;663
874;1523;0;1;14;32;8;8;358351;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;654;0;41;109;1;1;12;6.483107567;144;663
875;1526;0;1;12;27;12;12;370732;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;513;0;46;73;6;1;9;6.24027586;81;663
876;1528;0;1;14;29;NA;12;538123;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;384;1;38;88;4;1;9;5.950642586;81;663
877;1529;0;1;16;27;16;16;370732;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;500;0;27;116;1;1;5;6.214608192;25;663
878;1530;0;1;15;25;12;11;360396;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;601;1;40;137;6;1;4;6.398594856;16;663
879;1531;0;1;12;27;12;12;370732;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;438;0;40;105;1;1;9;6.082219124;81;663
880;1532;0;1;12;25;12;12;360396;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;500;0;42;98;6;1;7;6.214608192;49;663
881;1535;0;1;18;33;NA;18;346581;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;1264;0;47;122;1;1;9;7.142036438;81;663
882;1536;0;1;14;26;12;14;358554;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;747;0;43;104;1;1;6;6.616065025;36;663
883;1537;0;1;14;27;12;12;358554;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;513;0;29;78;1;1;7;6.24027586;49;663
884;1539;0;1;12;33;NA;NA;346581;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;700;0;43;104;1;NA;15;6.551080227;225;663
885;1541;0;1;16;29;14;12;468402;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;672;0;38;93;1;1;7;6.510258198;49;663
886;1542;0;1;17;30;NA;NA;468402;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;983;1;39;87;6;1;7;6.890609264;49;663
887;1543;0;1;13;29;12;12;538123;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;220;1;35;101;1;1;10;5.393627644;100;663
888;1544;0;1;18;33;12;12;358351;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;1202;0;39;134;1;1;9;7.091742039;81;663
889;1545;0;1;12;30;12;12;484311;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;667;0;39;85;1;1;12;6.502789974;144;663
890;1548;0;1;14;28;NA;NA;117131;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;838;0;41;NA;1;1;8;6.731018066;64;663
891;1551;0;1;15;25;12;12;360396;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;444;1;36;104;1;1;4;6.095824718;16;663
892;1554;0;1;12;25;10;12;360396;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;543;0;25;104;6;1;7;6.297109127;49;663
893;1555;0;1;14;30;12;12;484311;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;505;0;41;NA;1;1;10;6.224558353;100;663
894;1556;0;1;12;31;NA;NA;484311;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;797;0;37;107;1;1;13;6.680854797;169;663
895;1557;0;1;9;24;10;8;360396;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;357;0;18;NA;1;1;9;5.877735615;81;663
896;1558;0;1;12;27;12;8;370732;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;500;0;30;93;1;1;9;6.214608192;81;663
897;1559;0;1;12;34;NA;8;358351;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;962;0;47;NA;1;1;16;6.869014263;256;663
898;1560;0;1;11;28;6;5;370732;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;350;0;31;94;6;1;11;5.857933044;121;663
899;1561;0;1;15;24;6;5;360396;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;313;0;35;NA;6;1;3;5.746203423;9;663
900;1562;0;1;16;24;17;13;360396;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;117;1;34;NA;1;1;2;4.762174129;4;663
901;1563;0;1;12;33;10;8;358351;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;726;0;48;109;1;1;15;6.587550163;225;663
902;1564;0;1;13;33;NA;11;141996;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;536;0;31;119;1;0;14;6.284134388;196;663
903;1565;0;1;13;26;12;12;99110;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;1;1;532;0;29;98;1;1;7;6.276643276;49;663
904;1566;0;1;17;28;NA;NA;99110;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;1;1;428;1;32;103;1;1;5;6.059123039;25;663
905;1569;0;1;16;34;15;13;398168;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;1094;0;50;NA;1;1;12;6.997595787;144;663
906;1570;0;1;12;33;NA;9;358351;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;1925;0;45;NA;1;1;15;7.562681198;225;663
907;1571;0;1;18;32;10;12;398168;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;850;0;36;112;1;1;8;6.745236397;64;663
908;1574;0;1;12;24;11;11;360396;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;365;0;34;NA;6;1;6;5.899897575;36;663
909;1575;0;1;16;26;12;8;370732;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;474;0;29;104;6;1;4;6.161207199;16;663
910;1576;0;1;13;26;11;10;370732;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;656;0;33;96;1;0;7;6.486160755;49;663
911;1577;0;1;12;25;11;10;360396;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;440;0;22;NA;6;0;7;6.086774826;49;663
912;1578;0;1;14;25;10;11;360396;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;462;0;38;102;1;1;5;6.135564804;25;663
913;1579;0;0;16;28;9;NA;358554;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;1;673;0;41;103;1;1;6;6.511745453;36;663
914;1580;0;0;12;24;12;12;348558;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;1150;0;16;NA;1;1;6;7.0475173;36;663
915;1582;0;0;12;31;NA;NA;139912;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;800;0;37;95;4;0;13;6.684611797;169;663
916;1584;0;0;12;25;NA;12;88097;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;460;0;23;NA;6;1;7;6.13122654;49;663
917;1586;1;0;12;26;NA;NA;358554;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;334;0;31;93;1;1;8;5.811141014;64;663
918;1587;1;0;13;26;6;8;358554;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;702;0;35;122;1;1;7;6.55393362;49;663
919;1588;1;0;12;25;6;8;348558;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;524;0;37;107;4;1;7;6.261491776;49;663
920;1591;0;1;7;33;NA;8;398168;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;667;0;37;NA;1;1;20;6.502789974;400;664
921;1594;0;1;18;26;12;12;370732;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;641;0;48;NA;1;1;2;6.463029385;4;663
922;1595;0;1;12;24;12;12;360396;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;800;0;40;NA;1;1;6;6.684611797;36;663
923;1597;1;1;12;32;NA;12;398168;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;577;0;30;97;1;0;14;6.357842445;196;663
924;1599;1;1;18;32;12;12;87597;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;423;0;41;115;1;1;8;6.047372341;64;663
925;1600;1;1;18;29;NA;NA;118387;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;874;0;42;120;1;1;5;6.773080349;25;663
